text,label
اين هارد ضد‌ضريه و ضد‌آب نيست  و سرعت انتقال داده 107 و 109 که ADATA داره رو نداره!,0
گوشيه فوق العاده خوشگليه و کلاسيم که اپل داره هيچي نداره ولي فقط ادم پول اپل ميده چون اين گوشي اصلا در حد s3 نيست.,0
سلام دوستان اين همه تبليغات که از ايفون 5 شنيديم هيچ کدوم درست از اب در نيومد مدلهاي شيشه اي و ليزري و هزار تاي ديگه  اين که با 4 اس فرقي نميکنه فقط يه کم سيستمش رو ارتقا داده  به نظرم سامسونگ گالکسي نوت و اس 3 از ايفون 5 بهترن مرسي دوستان,0
من يکي از طرف دار هاي سرسخت اپل بودم و منتظر بودم که 5 بياد تا بخرمش ولي وقتي معرفي شد و ديدمش شنبه رفتم و يه s3 گرفتم و فوق العاده راضيم.,0
زاویه دید هم،  همانند سایر صفحات نمایشی که از پنل TN استفاده می کنند،  در حالت افقی قابل قبول بوده ولی در حالت عمودی بسیار محدود می باشد.,0
صداي بلندگو خش‌خش داره 2.کيفيت صدا پايينه مخصوصا از طريق هندزفري 3.دوربين و فلاش اون در حد 5 مگا پيکسل نيست 4.اثر انگشت ميمونه اما.,0
"صفحه نمايش بسيار ضعيف
2.",0
باطريش خيلي ضعيفه,0
واقعا ارزش خريد رو نداره هنوز cpu dual داره وRAM ايفون 1024 هست که به تازگي يک گوشي از سامسونگ و الجيRAM 2048 دارند و صفحه نمايش 4.0 هنوز کوچک است و ايفون در نهايت نتوانست انتظار هوادارانش را براورده کند و داره روي وزن و امکاناتي مثل پاناروماي 360 درجه مانور ميده,0
به نظر من نسبت به گوشي Galaxy S2 ضعيف تر هستش و اصلا دليل منطقي براي خريد اين گوشي وجود نداره,0
نسبت به گوشي هاي هم قيمت خودش مثل xperia SL امکاناتش خيلي ضعيفه پيشنهاد ميکنم براي اين رنج قيمت xperia SL بخريد,0
ولی ایزو 3200 کاملا نویزی است.,0
.کيفيت صداي خروجي  :اگر بخواهيم نگاهي کوتاه به صداي خروجي سوني اريکسون Xperia Ray کنيم مي توان گفت که اين گوشي داراي بدترين صدا در بين گوشي هاي هوشمند سوني اريکسون است .,0
دوعيب بزرگ: 1-صفحه‌ي کوچيک2-باتري بد,0
ولی از نظر سرعت کاملا عقب تر قرار می‌گیرد.,0
iphone تسليم شد.,0
اولا: تصوير برداري با ان بسيار سخت ميباشد به دليل نداشتن دکمه تله وايد روي دستگاه و سفت بودن رينگ زوم روي لنز اورجينال که چرخاندن ان و تله وايد کردن باعث تکان خوردن دوربين شده و تصوير را خراب ميکند و در ضمن صداي ان هم درتصوير ضبط ميشود.,0
اما اين مشکلش خيلي بده.,0
عکسبرداريش ضعيفه و عکسارو بدون فلاش خيلي تاريک ميندازه.,0
امکانات بسيار کمي‌ داره نسبت به خارج از ايران.,0
سلام ،  حدود يکسال هست که دارم،  بعد از اولين شارژ کيفيتش خيلي اومد پايين،   ,0
اما متاسفانه کیفیت فیلم برداری این دوربین VGA و ضعیف است و اصلا جایی برای دفاع باقی نمی‌گذارد.,0
نه تنها دوربین این تبلت از فوکوس ثابت استفاده می‌کند،  بلکه به فلاش نیز مجهز نیست به همین دلیل کیفیت عکس‌های گرفته شده به خصوص در فضاهای کم نور، پایین ‌تر از حد متوسط بوده و نویز زیادی دارند.,0
من که خودم از گوشي کم وزن بدم مياد گوشي بايد خودشو تو دست نشون بده.,0
به نظر من پيشرفت نکرده، که نکرده بلکه با کشيده شدن اون حس ايفون 4 از دست داده,0
کسانی که پیش از این کاربر دوربین های 500D،  550D و 600D بوده اند و با فیلم برداری آن ها کار کرده اند حتما متوجه این موضوع شده اند که در مود Live view و هنگام فیلم برداری،  فوکوس خودکار فوق العاده کندتر صورت می گیرد و احیانا پر اشتباه.,0
اسپيکر و ميکروفن فوق العاده ضعيف,0
کلا دستگاه خيلي ضعيفيه از نظر تکنولوژي و سخت افزاري و زياد خرج داره.,0
اما متاسفانه زود داغ ميکنه صداي پخش موزيکش ضعيفه زوم دوربينش کيفيت پاييني داره.,0
"در کل تجربه استفاده از ويندوز RT‌ با اينکه در ابتدا شباهت‌هاي فوق‌العاده آن به ويندوز جديد هيجان‌انگيز مي‌نمايد اما کمبود برنامه و خالي بودن اين سيستم‌عامل در همان لحظات ابتدايي لذت استفاده از RT‌ را تا حد ""هيچ"" کاهش مي‌دهد.",0
البته به طرز عجیبی زمان شارژدهی در حالت Standby از 300 ساعت بر روی iPhone 4 به 200 ساعت بر روی 4s افت کرده است.,0
اگر نور فلشتون تنظيم نباشه عکساتون در کامپيوتر فوق العاده غير عادي ميفته.,0
2.روشنايي صفحش خيلي کمه.,0
به نظر من  ارزش خريد نداره ، من چند روزه خريدمش گوشي قبليم گالاکسي اس3 بود واقعاً پشيمونم 1:فاقد دوربين جلو 2:فاقد فلش 3:عملکرد ضعيف سي پي يو 4:صفحه نمايش ضعيف,0
تشخيص بسيار ضعيف تر و سرعت پايين تر آن نسبت به GOOGLE NOW ضعف هاي IOS  را مشهود نموده است.,0
شاید تنها نکته ای که در مورد جنس بدنه iPhone 5 می‌توان گفت، خش پذیری نسبتا زیاد آن است.,0
دوربينش خيلي ضعيفه..,0
چرا که تنها چند روز پس از ورود این گوشی به بازار، سیل انتقادات کاربران در مورد مشکلات عدیده برنامه Maps به سوی اپل روانه شده است.,0
دقيقا همين قيمت و واقعا ناراحت شدم که ديجي کالا حتي اسمشم نياورده .,0
و اينکه فراموش کردن براي نمايش خاموش يا روشن بودن نامبرلاک چراغ قرار بدن و  فقط  براي کپس لاک اين چراغ تعبيه شده و بدتر از همه اينکه قرار داشتن هارد در سمت چپ ترکپد که باعث داغ شدن بيش از حد تاچ پد ميشه منو نسبت به اين محصول از سري بيزنس مايوس کرد،  پس حتما قبل از خريد آنلاين سعي کنيد حد المقدور درست بررسيش کنيد تا بعد پشيمون نشيد ,0
به نظر من هيچ پيشرفت مهمي نداشته,0
درکل مجموعه سخت افزار و نرم افزار ايفون ۵  در مقايسه با رقيبان مطابق انتظارات قبلي ظاهر نشده است.,1
اينکه زوم از 20 برابر به 30 رسيده از سوي سوني اقدام غير‌حرفه‌اي و صرفا براي فروش بيشتره چون با بيشتر شدن زوم اپتيکال وارد کلاس سوپرزوم هاي شبه حرفه اي ميشه مثل canon sx50 يا sony hx200v ضمنا 21 مگاپيکسل هم يه تبليغ که در عمل هيچ کاربردي نداره.,1
متاسفانه باهاش 1080p رو نميشه نگاه کرد نميکشه,1
خيلي حيفه,1
اما هرچي سعي کردم از يه شئ متحرک يه عکس درست و حسابي بگيرم نتونستم و در تمامي عکسها بصورت تار ثبت ميشد.,1
این گوشی 16 گیگابایت حافظه داخلی دارد که متاسفانه بدلیل عدم پشتیبانی آن از کارت حافظه جانبی،  باید به همین مقدار حافظه قناعت نمود.,1
"5- نسبت به رقباي فعلي امکانات خيلي کمتري دارد ,  و نمي توان بعنوان يک فبلت به کار گرفت ( فون+ تبلت ) اصطلاحا"" ( فبلت )",1
4- اين گوشي داراي خروجي تلويزيون TV-Out  يا HDMI نيست (مثل اينکه در ميان گوشيهاي دو سيم کارته اپيدمي است).,1
اين محصول آخرين محصول توليد شرکت سوني در زمينه تکنولوژي دوربين هاي نيمه حرفه اي خانگي است دوستان درمورد مزاياي اين دوربين مطالب زيادي وجود دارد و من در اينجا به بررسي معايب مي پردازم: 1-متاسفانه عکس هاي گرفته شده با اين دوربين کمي به قرمزي مي زند 2-عکسها اگر با فلاش مستقيم گرفته شوند سايه سفيد دارد .,1
به نظرم صداي موتورش هنگام زوم زياده و از معايبش ميشه به نداشتن بلوتوث و وايرلس اشاره کرد.,1
گوشيه بدي نيست اما به نظر من کسي که ميخواد تو اين رنج قيمت گوشي بخره بدون هيچ ترديدي  wave 3 رو انتخاب کنه.,1
نقطه تاريک اين گوشي، نداشتن فلاش براي دوربين است.,1
دوربينش خوب نيست، ميشه گفت از دوربين 5 نوکيا هم ضعيفتره،  تنظيمات gprs اين گوشي هم در سايت همراه اول نيست.,1
"من اين دوربين را تازه از سايت خريدم
اين دوربين فقط 3 زبان براي منوها دارد : ژاپني - چيني - انگليسي
و فاقد زبان فارسي مي باشد",1
قيمتش نسبت به امکاناتش زياده,1
در صورتي که گوشي در يک جاي ثابت قرار بگيره و هيچ لرزشي نداشته باشه فيلهايي با روزولوشن 480×640 را مي تونيد ثبت کنيد که آدم رو ياد گوشهاي 2 مگاپيکسلي مي اندازد ولي اگر در حال حرکت فيلم برداري کنيد اونوقت اوضاع تغيير مي کند و فيلهاي گرفته شده تار مي شوند که قابل ديدن نيست.,1
من که اين گوشي رو دستم گرفتم  خوشم نيومد.,1
بزرگترين مشکلش نداشتن سيم کارت هستش ,1
"در دنياي امروز حرف اول رو تنوع مي زنه
اپل با اين قيافه گوشي يکنواختش و منوي تکراريش در آينده حرفي براي گفتن نخواهد داشت",1
معمولا اسکنرهایی که تمرکز کاری آن‌ها بر روی اسکن عکس است برای انجام وظیفه به عنوان اسکنرهای اداری چندان مناسب نیستند.,1
فقط مواظب باشين از بازار علادين تهران نخريد، براتون خيلي گرونتر درمياد.,1
"و شايد يک پردازنده 4 هسته اي  براي گوشي هوشمندي بانام i phone5,مناسب تر بود.",1
صداي کم اسپيکر و خروجي هدفون !,1
اما عدم پشتيباني از اندرويد در گوشيهاي نوکيا باعث شده قدرت جذب مشتري سامسونگ و رقيبانش در مقابل نوکيا افزايش پيدا کند.,1
پلاستيکي بودن جنس بدنه و کيفيت پايين صفحه نمايش براي من قابل چشم پوشي نيست هر قدر هم که ارزون باشه تاثيري در نظر من نداره .,1
از معايبش، صداي کم بلندگوي خارجي و کيفيت پايين صفحه نمايش زير نور آفتابه.,1
کیفیت اسکن عکس های رنگی هم خیلی خوب است ولی همچنان همان مشکل در رنگ خاکستری به چشم می خورد.,1
به صرفه نيست که فوجي بخريد.,1
"با سلام
گوشي خوبيه ولي منو نا اميد کرد به نظر من آيفون 4اس رو کمي پيشرفته کردن شده آيفون5 اون چيزي که انتظار داشتم نيست پس درود بر سامسونگ و گوشي فوق العاده آن يعني نوت2 .",1
از نظر عملکرد در حساسیت‌های مختلف هم باید گفت که،  نویز تنها از ایزو 800 می‌تواند مقداری مشکل ساز باشد.,1
(به دليل مشکل قطع شدن WIFI بعد از قرار دادن سيم کارت.,1
"سلام دوستان
من ۱ماه  هست دارمش
بازي اچدي اجرا نميکنه.",1
داغ ميشد و شروع ميکرد به بک خوردن.,1
اما نه به طور کامل!,1
تنها ايرادي که ميشه با اين رنج قيمت از اين گوشي گرفت اينه که موقع گرفتن تماس بايد با يک دکمه از قبل سيم يک و دورو انتخاب کنيد و مثل گوشيهاي دوسيم ديگه نيست که بعد گرفتن شماره روي صفحه سيم يک و دورو انتخاب کنيد.,1
و جالب اينکه با تلاش چند ماهه نمايندگي و تعميرکاراي موبايل هنوز که هنوزه آنتنش برنگشته.,1
البته همانند هر دوربین فیلم برداری دیگری،  تصاویر گرفته شده در شب،  از مقداری نویز رنج می‌برد.,1
مهمترين ايرادش نبود بلوتوثه که قابل چشم پوشي نيست.,1
iphone1 يه انقلاب بود اما ديگه نه.,1
بنابراین مقداری از گوشه های عکسی که می گیرید را هیچ گاه از داخل چشمی نخواهید دید.,1
بنابراین از نظر پورت‌ها و کنترل های فیزیکی خیلی خلوت است و حتی دکمه‌ی شاتر دوربین هم وجود ندارد.,1
وقتی این گوشی را برای اولین بار در دست میگیرید،  انتظار وزنی بیشتر و ساختاری فلزی و مستحکم تر را دارید، و ممکن است در وهله اول کمی شما را مأیوس کند.,1
در نهایت می‌توان نقطه ضعف اصلی این تبلت را در طراحی و ساخت آن دانست،  جایی که از یک تبلت با این امکانات و قدرت،  انتظار بیشتری می‌رفت ولی توسط سامسونگ برآورده نشد.,1
اما بهتر ميشد اگر رم 1 گيگ به جاي 768 مگ استفاده شده بود و همينطور دوربين مکالمه واقعا کمبودي چشمگيره..,1
اين گوشي باطريش قابل تعويض نيست و همچنين راديو ندارد ضمن اينکه ظرفيت باطريش خيلي کمه و زود شارژ خالي ميکنه و هميشه بايد يک شارژ در برق همراهتان بکشيد اينور و آنور معلوم نيست چرا HTC اين عيوب آشکار را در گوشي هاي جديدش برطرف نمي کنه و مشکل همچنان ادامه داره .,1
", خيلي قابل مقايسه با رقباش نيست .",1
اما iPhone 4 علی‌رغم همه‌ی امکانات و خوبی‌هایی که داشت به یک چیز دیگر هم معروف شده بود و آن مشکلات در آنتن دهی بود.,1
البته همانند بیشتر نمایشگرها،  دیدن آن زیر نور مستقیم آفتاب مشکل است.,1
من نمي خوام از برند خاصي دفاع کنم يا اونو بکوبم ولي بخوام يه جمع بندي کنم اين گوشي و کلا محصولات apple چند وقتي(شايد يکي 2 سال) هست که ديگه بهترين نيستن.,1
در حقیقت بسته بندی این گوشی هم خیلی صرفه جویانه بوده است.,1
اما به هيچ وجه مخاطب رو متحير نميکنه و زود تکراري ميشه.,1
دوستاني که با گوشيشون خيلي بازي ميکنند و بازي هاي HD و با کيفيت بالا ميخوان اين گوشي مناسب نيست.,1
در کل نسبت به قيمتش امکاناتش کمه,1
از خرابي صفحه لمسي گرفته تا دکمه قطع گوشي.,1
جعبه‌ی این گوشی را که باز می‌کنید با تجهیزات خیلی ساده ای مواجه می‌شوید.,1
و مهمترين دليلي که من اينفينيتي رو عوض کردم نداشتن قابليت استفاده از سيم کارت بود.,1
نکته ديگه راجع به backlite هست که من با کلي تحقيق متوجه شدم که z500 هاي عرضه شده در ايران فاقد اين آپشن هستند متاسفانه که بزرگترين عيب و مشکل z500 هست,1
اندازه اين گوشي زيادي بزرگه.,1
اما وقتي ميخواد هارد 500 گيگ رو بخونه ، حداقل بايد 3 الي 4 دقيقه صبر کنيد.,1
يه مقايسه با 5 اينچي هاي ديگه مثل باترفلاي يا سونيz يا zl بکنيد تا ببينيد چقدر اين بزرگتره.,1
با استفاده ممتد از این گوشی،  حدودا یک روز می‌توانید از آن استفاده نمایید،  اما برای استفاده از اینترنت پر سرعت LTE،  باتری این گوشی بیشتر از چند ساعت دوام نمی‌آورد و احتیاج به شارژ مجدد پیدا می‌کند.,1
منم از اين ظاهر تکراري خسته شدم،  به خاطر همين اس تري رو به 4s که داشتم ترجيح دادم.,1
متاسفانه،  این دوربین مجهز به فوکوس دستی نمی باشد که این ویژگی دوربین برای عکاس های حرفه ای که عاشق تنظیمات دستی هستند،  بسیار مهم است.,1
مشکل اين دوربين ها باتري هاي آنهاست .,1
البته متاسفانه این ها در مود JPEG کار می کنند.,1
این سرعت تقریبا برابر با دوربین 550D است ولی بسیار کمتر از سرعت عکاسی پیاپی دوربین 7D که با بهره گیری از دو پردازشگر تصویر DIGIC 4 توانایی عکاسی پیایپی 8 فریم بر ثانیه را داشت.,1
کلا نوکيا با واي فاي که هيچ،  با دوربين درست و حسابي هم مشکل داره.,1
به نظر من اگر شرکت سوني با توجه به سرعت پردازنده يه کم روي سخت افزار اين گوشي کار مي کرد تا کمتر هنگ کنه ديگه اين گوشي از هر نظر عالي بود البته به غير از دوربينش که اون بحثش جداست تراشه اين گوشي ضعيفه به نظر من اين بزرگترين عيبي هست که اين گوشي داره شايد تنها دليل اينکه اين گوشي نسبت به قيمتش نمي ارزه همين است,1
"سلام من هم چند روزي هست که يکي خريدم, مشکلش در شناسايي wifiو نصبgprs",1
من هنوز نخريدم ولي اين طور که گفتند اگر رايتل يا ايرانسل در اسلايد 2 قرار بگيره آنتن نخواهي داشت فايده اي نداره و اکثرا نميتونند از همراه بانک استفاده کنند .,1
اولين چيزي که خورد تو ذوقم نداشتن امکان ارسال بلوتوث بود چرا؟,1
من نصب لنز روي اين دوربين رو توصيه نمي کنم چون احتمال از بين رفتن حساسيت  فوکوس دوربين هست.,1
متأسفانه لنز فاقد کاور فلزی می‌باشد که بر روی بعضی دوربین‌های دیگر دیده بودیم.,1
"1-به نسبت قيمتش و در مقايسه با دوربين هاي در اين رده مثل sx40 و fz150  نويز در آن زياد است و عملا بعد از iso 1600 نويز آن شديد ميشود و عکس را خراب ميکند و عکس در حالت عادي خوب است ولي وقتي روي آن زوم کني ميفهمي چقدر نويز دارد
2-در نور کم عملکرد خوبي ندارد
3-باز هم مثل هميشه دستکاري در رنگها که از خصوصيات سوني است و افراد حرفه اي آن را نمي پسندند
4-صفحه نمايش آن گردان نيست
5-قيمتش نسبت به خصوصياتش به نظر من بالاست
6-ايزو بالا و مگاپيکسل بالا آن عملا کارايي ندارد چون حسگر اين قدرت را ندارد که عکس خوبي در ايزو بالا بگيرد و مگاپيکسل آن هم با اين حسگر نميسازد و حتي شايد عکس را خراب کند",1
حيف که سيم کارت نميخوره,1
يه مسئله ديگه اي هم که منو در مورد اين دستگاه آزار ميده همون رزولوشن پائين نمايش اونه که واقعا قابل حس هست .,1
اما به طرز عجیبی در حالت زوم کامل لنز کندی است.,1
کاش full HD  بود,1
البته اين زوم بدون سه پايه يه چيز به درد نخور ميشه.,1
اما يه سري معايب داره که گفتم واسه کسايي که قصدخريدشو دارن بگم.,1
هيچ شکي نيست که آيفون 5 بهترين گوشيه دنيا هست ولي به دلايلي من Android رو به iOS ترجيح ميدم يکي از اونا اينه که Android به راحتي از بلوتوث پشتيباني ميکنه ولي iOS رو اول بايد جيلبريک کرد و بعد هم بايد دنبال برنامه iBluetooth گشت و دومي اينه که اگر توجه کرده باشيد بيشتر امکانات آيفون اعم از نقشه ها و ..,1
اما سامسونگ در حالی که حدود 34 درصد صفحه نمایش آن را کوچک‌تر نموده است،  26 درصد در ابعاد آن تغییر داده که می‌توان گفت چندان شاهکار هنری را از سامسونگ در زمینه طراحی این گوشی مشاهده ننمودیم.,1
واسه همين خيلي گرونه cd هاش.,1
دوست عزيز در مورد نانو سيم کارت به اين راحتي نيست.,1
البته به خصوص در گوشه ها تصاویر آن قدر شارپ نیستند که در دوربین های اخیر پاناسونیک شاهد بودیم.,1
فقط دفترچه‌تلفنش جالب نبود که يه نرم افزار ديگه گرفتم و اونو پاک کردم درست شد.,1
سلام من اين دوربين رو خريدم اما چندان راضي نيستم ازش نميدونم چرا فيلمبرداري بصورت HD رو خيلي کم انجام ميده حدود 10 ثانيه و قطع ميشه!,1
فاقد زوم اپتيکال در حين فيلم برداري مي باشد  که در مواقع فيلم برداري از فواصل دور کيفيت تصوير بشدت پايين مي آيد همچنين جنس بدنه فاقد کيفيت لازم مي باشد به طوري که با مشاهده دوربين در بعضي نقاط بدنه کامل به هم جفت نشده  همچنين در موقع زوم در عکاسي خيلي با سر و صدا همراه است به طوري که احساس خشکي قطعات و نامرغوب بودن آن به چشم مي آيد  ضمنا تصوير نمايشگر فاقد کيفيت لازم و شفافيت مطلوب مي باشد و نمايشگر لمسي فقط در بعضي مواقع کاربرد دارد و کامل نيست,1
"داشته باشي اصلا خوب نيست بخصوص براي ما اندرويدي ها اما اگه فقط اسم
گوشي براتون مهمه توصيه ميکنم بگيريد !",1
صفحه نمايش زير نور خورشيد تعريفي نداره و کار کردن باهاش سخت ميشه.,1
"و حتي جستجوهاي زيادي که در گوگل انجام دادم متوجه شدم اين مدل مشکل سوختن تصوير دارد که 
مشکل در گاز صفحه نمايش مي باشد.",1
در کل ايده بسيار جالبيه ولي اي کاش اين ايرادش رو درست ميکردن,1
دوربین 3 مگاپیکسلی که بر روی گوشی 3GS وجود داشت کیفیت فوق‌العاده‌ای نداشت.,1
اسکنر Canon LiDE 110 توانایی اسکن کردن نگاتیو 35mm را ندارد.,1
دوميش اينه که دوربينش عملا به هيچ دردي نميخوره.,1
به علاوه شیشه استفاده شده در قاب پشتی گوشی،  استحکام بالایی در برابر ضربه نداشته و به همین دلیل کاربران Nexus 4 باید در نگهداری از آن بیشتر دقت کنند.,1
برخورد من با اين دوربين شايد چند لحظه اي بيشتر نبود ولي تو همين چند دقيقه شايد تعداد فرم براي اندازه فول اچ دي مناسب نباشه بسته به استفاده از دوربين ولي تو اچ دي بهتر ميشه حرکت ها نرم تره : زوم کامل يا بلاتر بهتره از سه پايه استفاده بشه  نويز بد نيست  صفحه نمايش نسبتا بي کيفيت فقط به درد کادر بندي و .,1
البته عيب آيفون مشکل حافظه و سيمکارتش نيز هست.,1
رو شيشه لنزش خش زياد ميافته و باعث کم شدن کيفيت دوربينش ميشه,1
سازنده سيستم عامل خودشون هستند نه فقط نوکيا 3 - شرکت ها هم کار منتاژ رو بر عهده دارند و هم کار بسيار مشکل طراحي بدنه و داخل گوشي نه فقط مونتاژ 4-اين بهترين گوشي بازار نيست از لحاظ دوربين که خيلي خوب نيست از لحاظ سخت افزار هم گوشي هايي مثل نوت 2 از اين بهتره 5 - اين گوشي قطعات سامسونگ رو استفاده نکرده,1
اینک ظاهرا این مشکل در 600D به جای اینکه اصلاح شده باشد تشدید هم شده و واقعا چند ثانیه برای این کار طول می‌کشد.,1
و فوق العاده زيبا و با کيفيت ولي اين سخت افزار قوي با صفحه نمايش فوق العاده يک عيب بزرگ داره !,1
)تا بتونه استفاده کننگان از محصولاتش رو بيشتر نسبت به ضعف هاي محصولاتش گمراه کنه.,1
علت داغ کردنش ميتونه هارد سنگين اون باشه که عمدتا هم هارد هاي wd هستن که با گذاشتن يه کولينگ حل ميشه ؛ لپتاپي که براي کار مهندسيست با مشکلات زيادي مواجه ميشه پس داشتن ديسک درايور ها الزاميست چون امکان داره با مشکلات متعدد نرم افزاري  نياز به نصب ويندوز داشته باشه و وقت زيادي براي تهيه ي اون نباشه.,1
نور صفحه هم خيلي خوب نيست زير آفتاب ,1
متاسفانه لنز فاقد کاور فلزی می‌باشد که بر روی بعضی دوربین‌های دیگر دیده بودیم.,1
نميدونم سامسونگ به جاي دادن i9100g که ضعيف هستش.,1
و تا زماني که سرد نميشد درست کار نمي کرد لذا فروختمش.,1
اين موضوع براي محصولات ديگه اين کمپاني هم صادقه که با ظاهر سازي جلب نظر ميکنه تا چشم شما رو به يک سري واقعيات ببنده و نمونه ي بارزش هم ميشه به استفاده از پردازنده ي گرافيکي PowerVr SGX535 روي يک گوشي با سي پي يو 800مگا هرتزي(iPhone 3GS)اشاره کرد که بتونه با توان گرافيکي بالاي خودش بازي هاي پر گرافيک و محيط پر زرق و برق iOS رو به راحتي اجرا کنه و هم چنين آي پد جديد که ميشه گفت  غير از  رزولوشن و پردازنده ي گرافيکي که مجبور به ساپورت و رندر اين رزولوشن بالاست هيچ چيزي نداره.,1
برای استفاده از این سیستم شما دست کم به یک Speedlite 600EX-RT و فرستنده ی ST-E3-RT احتیاج خواهید داشت که روی هم تقریبا به اندازه ی خود دوربین قیمت خواهند داشت.,1
صورت مي گيره و موجب آسيب رسيدن به گوشي مي شه.,1
البته برای نمایشگرهای در این سایز از رزولوشن WVGA هم استفاده می‌شود ولی به احتمال زیاد به دلیل پردازشگر گرافیکی نسبتاً ضعیفی که این گوشی داشته،  سونی تصمیم گرفته که از رزولوشن بالاتر بهره نبرد.,1
وزن آن نیز 338  گرم است که در مقایسه با بدنه پلاستیکی آن،  به نسبت دیگر تبلت های سری Galaxy مقداری سنگین نیز به نظر می‌رسد.,1
درسته که فول اچ ديه ولي نکسوس 4 از صفحه نمايش True HD-IPS + LCD استفاده ميکنه.,1
من خودم ترجيح مي دم يه تبلت خوب بگيرم و از طريق واي فاي با گوشيم سينکش کنم .,1
اما چون وقتي که يه کم گرم ميشد شروع به ويبره ميکرد و برگشت ميزد به صفحه اصلي.,1
همانطور که گفتیم اگر صحنه دارای جزئیات فراوانی باشد و دوربین را مرتبا تکان دهید تفکیک به سختی صورت می‌گیرد.,1
باتری True HD یک باتری لیتیومی 1830 میلی آمپریست که به نظر می‌رسد برای این گوشی مقداری کم باشد.,1
بعد از دو ساعت پشت گوشي مقداري داغ شد که بعد از خاموش کردن  صفحه 5 دقيقه اي خنک شد.,1
جزئیات در گوشه ها به آن خوبی که باید باشد نیست و هرچند که نویز رنگی زیادی دیده نمی شود ولی مقداری از نوع خاکستری و مشکی آن وجود دارد.,1
تنها نقطه ضعف تو ذوق زنش حافظه کمشه.,1
شاید تنها نکته ای که در مورد جنس بدنه iPhone 5 می‌توان گفت،  خش پذیری نسبتاً زیاد آن است.,1
نسبت به انتظار طرفداران اپل،  پيشرفت قابل توجهي نسبت به 4s  نداشت.,1
که من اصلا انتظارشو نداشتم خيلي بد و ضعيف آنتن ميده و براي يک محيط خونگي شايد اينترنتش خوب باشه نه بيشتر.,1
"آندرويد 4 روش نصب کردم ولي يه مشکل داره اونم اينه که فارسي نميشه و توي سايت‌هاي فارسي , فارسي رو برعکس مينويسه.",1
با این حال شاید چندان رزولوشن پایین آن را نپسندید.,1
2_ قطر زياد.,1
تنها مشکلي که من در اين مدل ديدم  اينه که وقتي به برق وصله در بدنه لپ تاب يه احساس ضعيف شوک برق گرفتگي وجود داره که اينطور که من تحقيق کردم طبيعيه!,1
متأسفانه ما انسانها خيلي زود با تبليغات گول ميخوريم و هنوز کالايي را نخريده در باره ان نظر ميدهيم .,1
سيستم عاملش ضعف داره بايد اپديت بشه.,1
